1,3126315.815,517273.866,0,1
2,3126322.619,517266.953,0,1
3,3126323.655,517281.582,0,1
4,3126330.459,517274.668,0,1
5,3126303.088,517260.705,0,2
6,3126309.892,517253.791,0,2
7,3126310.928,517268.42,0,2
8,3126317.732,517261.507,0,2
9,3126284.782,517241.526,0,3
10,3126289.81,517235.827,0,3
11,3126299.18,517254.228,0,3
12,3126304.208,517248.528,0,3
13,3126264.376,517224.636,0,4
14,3126269.106,517218.688,0,4
15,3126279.403,517236.588,0,4
16,3126284.134,517230.64,0,4
17,3126242.692,517209.525,0,5
18,3126247.1,517203.334,0,5
19,3126258.332,517220.662,0,5
20,3126262.74,517214.472,0,5
21,3126218.574,517197.822,0,6
22,3126222.093,517191.086,0,6
23,3126235.592,517206.712,0,6
24,3126239.111,517199.976,0,6
25,3126201.768,517190.491,0,7
26,3126206.079,517181.802,0,7
27,3126211.622,517195.38,0,7
28,3126215.933,517186.691,0,7
29,3126160.538,517178.217,0,8
30,3126164.16,517165.209,0,8
31,3126178.562,517182.808,0,8
32,3126181.603,517169.652,0,8
33,3126132.372,517163.207,0,9
34,3126132.633,517176.708,0,9
35,3126150.357,517162.46,0,9
36,3126151.217,517175.936,0,9
37,3126086.216,517201.663,0,10
38,3126090.928,517205.693,0,10
39,3126098.954,517186.767,0,10
40,3126103.666,517190.796,0,10
41,3126082.693,517234.149,0,11
42,3126084.146,517214.603,0,11
43,3126088.876,517234.608,0,11
44,3126090.329,517215.062,0,11
45,3126080.983,517261.701,0,12
46,3126082.436,517242.155,0,12
47,3126087.166,517262.16,0,12
48,3126088.619,517242.614,0,12
49,3126077.581,517289.219,0,13
50,3126080.306,517269.809,0,13
51,3126083.721,517290.081,0,13
52,3126086.446,517270.671,0,13
53,3126073.46,517316.504,0,14
54,3126076.62,517297.16,0,14
55,3126079.578,517317.503,0,14
56,3126082.739,517298.16,0,14
57,3126070.001,517335.797,0,15
58,3126072.022,517324.374,0,15
59,3126079.651,517337.504,0,15
60,3126081.672,517326.081,0,15
61,3126065.496,517354.871,0,16
62,3126068.248,517343.602,0,16
63,3126075.017,517357.195,0,16
64,3126077.768,517345.926,0,16
65,3126058.891,517381.765,0,17
66,3126064.374,517362.948,0,17
67,3126064.843,517383.5,0,17
68,3126070.326,517364.682,0,17
69,3126085.919,517386.647,0,18
70,3126090.556,517368.015,0,18
71,3126093.294,517388.482,0,18
72,3126097.931,517369.85,0,18
73,3126096.678,517345.297,0,19
74,3126098.872,517334.518,0,19
75,3126106.184,517347.231,0,19
76,3126108.377,517336.452,0,19
77,3126100.702,517325.274,0,20
78,3126103.829,517306.938,0,20
79,3126114.06,517327.247,0,20
80,3126117.086,517309.503,0,20
81,3126106.631,517264.231,0,21
82,3126109.474,517269.741,0,21
83,3126124.05,517255.245,0,21
84,3126126.892,517260.755,0,21
85,3126132.244,517247.661,0,22
86,3126136.806,517251.86,0,22
87,3126145.518,517233.24,0,22
88,3126150.08,517237.439,0,22
89,3126152.737,517224.831,0,23
90,3126158.124,517227.901,0,23
91,3126162.44,517207.802,0,23
92,3126167.827,517210.871,0,23
93,3126182.563,517228.819,0,24
94,3126191.234,517212.363,0,24
95,3126194.646,517234.846,0,24
96,3126203.037,517218.922,0,24
97,3126164.545,517254.327,0,25
98,3126175.391,517262.37,0,25
99,3126175.953,517239.637,0,25
100,3126186.431,517248.154,0,25
